Executing windows.dlllist...
Volatility 3 Framework 2.7.0

PID	Process	Base	Size	Name	Path	LoadTime	File output
1560	vmicsvc.exe	0x75cb0000	0x45000	WLDAP32.dll	C:\Windows\system32\WLDAP32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x73bc0000	0x14000	ATL.DLL	C:\Windows\system32\ATL.DLL	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x77870000	0xa1000	ADVAPI32.dll	C:\Windows\system32\ADVAPI32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x74ed0000	0x1c000	IPHLPAPI.DLL	C:\Windows\system32\IPHLPAPI.DLL	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x767c0000	0x6000	NSI.dll	C:\Windows\system32\NSI.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x74ec0000	0x7000	WINNSI.DLL	C:\Windows\system32\WINNSI.DLL	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x776a0000	0x15f000	ole32.dll	C:\Windows\system32\ole32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x76970000	0x92000	OLEAUT32.dll	C:\Windows\system32\OLEAUT32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x767d0000	0x19d000	SETUPAPI.dll	C:\Windows\system32\SETUPAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x75b40000	0x27000	CFGMGR32.dll	C:\Windows\system32\CFGMGR32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x75c40000	0x12000	DEVOBJ.dll	C:\Windows\system32\DEVOBJ.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x76a50000	0xc4c000	SHELL32.dll	C:\Windows\system32\SHELL32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x77810000	0x57000	SHLWAPI.dll	C:\Windows\system32\SHLWAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x75fa0000	0x35000	WS2_32.dll	C:\Windows\system32\WS2_32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x71bc0000	0x7000	vmbuspipe.dll	C:\Windows\system32\vmbuspipe.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x76a30000	0x1f000	IMM32.DLL	C:\Windows\system32\IMM32.DLL	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x75820000	0xc000	CRYPTBASE.dll	C:\Windows\system32\CRYPTBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x75b80000	0x2f000	WINTRUST.dll	C:\Windows\system32\WINTRUST.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x759d0000	0x122000	CRYPT32.dll	C:\Windows\system32\CRYPT32.dll	2022-11-14 20:25:21.000000 	Disabled
1560	vmicsvc.exe	0x75980000	0xc000	MSASN1.dll	C:\Windows\system32\MSASN1.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0xdc0000	0x38000	vmicsvc.exe	C:\Windows\system32\vmicsvc.exe	N/A	Disabled
1596	vmicsvc.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1596	vmicsvc.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x71c10000	0x35000	ACTIVEDS.dll	C:\Windows\system32\ACTIVEDS.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x71bd0000	0x34000	adsldpc.dll	C:\Windows\system32\adsldpc.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75cb0000	0x45000	WLDAP32.dll	C:\Windows\system32\WLDAP32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x73bc0000	0x14000	ATL.DLL	C:\Windows\system32\ATL.DLL	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x77870000	0xa1000	ADVAPI32.dll	C:\Windows\system32\ADVAPI32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x74ed0000	0x1c000	IPHLPAPI.DLL	C:\Windows\system32\IPHLPAPI.DLL	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x767c0000	0x6000	NSI.dll	C:\Windows\system32\NSI.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x74ec0000	0x7000	WINNSI.DLL	C:\Windows\system32\WINNSI.DLL	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x776a0000	0x15f000	ole32.dll	C:\Windows\system32\ole32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x76970000	0x92000	OLEAUT32.dll	C:\Windows\system32\OLEAUT32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x767d0000	0x19d000	SETUPAPI.dll	C:\Windows\system32\SETUPAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75b40000	0x27000	CFGMGR32.dll	C:\Windows\system32\CFGMGR32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75c40000	0x12000	DEVOBJ.dll	C:\Windows\system32\DEVOBJ.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x76a50000	0xc4c000	SHELL32.dll	C:\Windows\system32\SHELL32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x77810000	0x57000	SHLWAPI.dll	C:\Windows\system32\SHLWAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75fa0000	0x35000	WS2_32.dll	C:\Windows\system32\WS2_32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x71bc0000	0x7000	vmbuspipe.dll	C:\Windows\system32\vmbuspipe.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x76a30000	0x1f000	IMM32.DLL	C:\Windows\system32\IMM32.DLL	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75820000	0xc000	CRYPTBASE.dll	C:\Windows\system32\CRYPTBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75b80000	0x2f000	WINTRUST.dll	C:\Windows\system32\WINTRUST.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x759d0000	0x122000	CRYPT32.dll	C:\Windows\system32\CRYPT32.dll	2022-11-14 20:25:21.000000 	Disabled
1596	vmicsvc.exe	0x75980000	0xc000	MSASN1.dll	C:\Windows\system32\MSASN1.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0xeb0000	0x8000	svchost.exe	C:\Windows\System32\svchost.exe	N/A	Disabled
1628	svchost.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1628	svchost.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x776a0000	0x15f000	ole32.dll	C:\Windows\system32\ole32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x76a30000	0x1f000	IMM32.DLL	C:\Windows\system32\IMM32.DLL	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75820000	0xc000	CRYPTBASE.dll	C:\Windows\System32\CRYPTBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x77870000	0xa1000	ADVAPI32.dll	C:\Windows\system32\ADVAPI32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x718d0000	0xea000	diagtrack.dll	c:\windows\system32\diagtrack.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x759b0000	0x19000	USERENV.dll	C:\Windows\system32\USERENV.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75990000	0xb000	profapi.dll	C:\Windows\system32\profapi.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x76970000	0x92000	OLEAUT32.dll	C:\Windows\system32\OLEAUT32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75490000	0x17000	bcrypt.dll	c:\windows\system32\bcrypt.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x77810000	0x57000	SHLWAPI.dll	C:\Windows\system32\SHLWAPI.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x74310000	0x2f000	XmlLite.dll	c:\windows\system32\XmlLite.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x72160000	0x58000	WINHTTP.dll	c:\windows\system32\WINHTTP.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x72110000	0x4f000	webio.dll	c:\windows\system32\webio.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x759d0000	0x122000	CRYPT32.dll	C:\Windows\system32\CRYPT32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75980000	0xc000	MSASN1.dll	C:\Windows\system32\MSASN1.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x74f00000	0xd000	WTSAPI32.dll	c:\windows\system32\WTSAPI32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x758e0000	0x29000	WINSTA.dll	C:\Windows\System32\WINSTA.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x740c0000	0x11000	Netapi32.dll	C:\Windows\system32\Netapi32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x740b0000	0x9000	netutils.dll	C:\Windows\system32\netutils.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75750000	0x19000	srvcli.dll	C:\Windows\system32\srvcli.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x740a0000	0xf000	wkscli.dll	C:\Windows\system32\wkscli.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x71860000	0x36000	aepic.dll	C:\Windows\system32\aepic.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x76a50000	0xc4c000	SHELL32.dll	C:\Windows\system32\SHELL32.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x757e0000	0x1b000	SspiCli.dll	C:\Windows\System32\SspiCli.dll	2022-11-14 20:25:21.000000 	Disabled
1628	svchost.exe	0x75fa0000	0x35000	WS2_32.dll	C:\Windows\system32\WS2_32.dll	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x767c0000	0x6000	NSI.dll	C:\Windows\system32\NSI.dll	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x75010000	0x8000	credssp.dll	C:\Windows\System32\credssp.dll	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x75300000	0x3c000	mswsock.dll	C:\Windows\system32\mswsock.dll	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x74ed0000	0x1c000	IPHLPAPI.DLL	C:\Windows\System32\IPHLPAPI.DLL	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x74ec0000	0x7000	WINNSI.DLL	C:\Windows\System32\WINNSI.DLL	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x73950000	0xd000	dhcpcsvc6.DLL	C:\Windows\System32\dhcpcsvc6.DLL	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x74e70000	0x12000	dhcpcsvc.DLL	C:\Windows\System32\dhcpcsvc.DLL	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x75b40000	0x27000	CFGMGR32.dll	C:\Windows\system32\CFGMGR32.dll	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x751c0000	0x44000	DNSAPI.dll	C:\Windows\System32\DNSAPI.dll	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x70e80000	0x6000	rasadhlp.dll	C:\Windows\System32\rasadhlp.dll	2022-11-14 20:26:39.000000 	Disabled
1628	svchost.exe	0x75140000	0x41000	schannel.DLL	C:\Windows\system32\schannel.DLL	2022-11-14 20:26:39.000000 	Disabled
1716	cygrunsrv.exe	0x400000	0x29000	cygrunsrv.exe	C:\Program Files\OpenSSH\bin\cygrunsrv.exe	N/A	Disabled
1716	cygrunsrv.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1716	cygrunsrv.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x77870000	0xa1000	ADVAPI32.dll	C:\Windows\system32\ADVAPI32.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x61000000	0x4d0000	cygwin1.dll	C:\Program Files\OpenSSH\bin\cygwin1.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x76a30000	0x1f000	IMM32.DLL	C:\Windows\system32\IMM32.DLL	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x740c0000	0x11000	netapi32.dll	C:\Windows\system32\netapi32.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x740b0000	0x9000	netutils.dll	C:\Windows\system32\netutils.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x75750000	0x19000	srvcli.dll	C:\Windows\system32\srvcli.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x740a0000	0xf000	wkscli.dll	C:\Windows\system32\wkscli.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x74090000	0xf000	SAMCLI.DLL	C:\Windows\system32\SAMCLI.DLL	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x747b0000	0x12000	SAMLIB.dll	C:\Windows\system32\SAMLIB.dll	2022-11-14 20:25:21.000000 	Disabled
1716	cygrunsrv.exe	0x75890000	0x4c000	apphelp.dll	C:\Windows\system32\apphelp.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0xbc0000	0x8000	wlms.exe	C:\Windows\system32\wlms\wlms.exe	N/A	Disabled
1788	wlms.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1788	wlms.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x77870000	0xa1000	ADVAPI32.dll	C:\Windows\system32\ADVAPI32.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x73ae0000	0xa000	slc.dll	C:\Windows\system32\slc.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x72420000	0x21000	SPPC.DLL	C:\Windows\system32\SPPC.DLL	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x76a30000	0x1f000	IMM32.DLL	C:\Windows\system32\IMM32.DLL	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:21.000000 	Disabled
1788	wlms.exe	0x75820000	0xc000	CRYPTBASE.dll	C:\Windows\system32\CRYPTBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0xfa0000	0x45000	conhost.exe	C:\Windows\system32\conhost.exe	N/A	Disabled
1928	conhost.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1928	conhost.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x761f0000	0x4e000	GDI32.dll	C:\Windows\system32\GDI32.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x76650000	0xc9000	USER32.dll	C:\Windows\system32\USER32.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x77ab0000	0xa000	LPK.dll	C:\Windows\system32\LPK.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x76720000	0x9d000	USP10.dll	C:\Windows\system32\USP10.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x76a30000	0x1f000	IMM32.dll	C:\Windows\system32\IMM32.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x75fe0000	0xce000	MSCTF.dll	C:\Windows\system32\MSCTF.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x776a0000	0x15f000	ole32.dll	C:\Windows\system32\ole32.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1928	conhost.exe	0x76970000	0x92000	OLEAUT32.dll	C:\Windows\system32\OLEAUT32.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x400000	0xca000	sshd.exe	C:\Program Files\OpenSSH\usr\sbin\sshd.exe	N/A	Disabled
1948	sshd.exe	0x77920000	0x142000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	N/A	Disabled
1948	sshd.exe	0x75d00000	0xd5000	kernel32.dll	C:\Windows\system32\kernel32.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x75c60000	0x4b000	KERNELBASE.dll	C:\Windows\system32\KERNELBASE.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x44000000	0x8000	cygcrypt-0.dll	C:\Program Files\OpenSSH\bin\cygcrypt-0.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x61000000	0x4d0000	cygwin1.dll	C:\Program Files\OpenSSH\bin\cygwin1.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x68b80000	0x1c5000	cygcrypto-1.0.0.dll	C:\Program Files\OpenSSH\bin\cygcrypto-1.0.0.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x694c0000	0x1d000	cygz.dll	C:\Program Files\OpenSSH\bin\cygz.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x6c140000	0x22000	cyggcc_s-1.dll	C:\Program Files\OpenSSH\bin\cyggcc_s-1.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x681c0000	0x4a000	cyggssapi_krb5-2.dll	C:\Program Files\OpenSSH\bin\cyggssapi_krb5-2.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x6d440000	0x37000	cygk5crypto-3.dll	C:\Program Files\OpenSSH\bin\cygk5crypto-3.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x64f80000	0x10000	cygkrb5support-0.dll	C:\Program Files\OpenSSH\bin\cygkrb5support-0.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x6f7c0000	0x11000	cygintl-8.dll	C:\Program Files\OpenSSH\bin\cygintl-8.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x674c0000	0xfc000	cygiconv-2.dll	C:\Program Files\OpenSSH\bin\cygiconv-2.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x6ddc0000	0xbb000	cygkrb5-3.dll	C:\Program Files\OpenSSH\bin\cygkrb5-3.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x70ec0000	0xa000	cygcom_err-2.dll	C:\Program Files\OpenSSH\bin\cygcom_err-2.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x67480000	0xb000	cygssp-0.dll	C:\Program Files\OpenSSH\bin\cygssp-0.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x77870000	0xa1000	advapi32.dll	C:\Windows\system32\advapi32.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x76140000	0xac000	msvcrt.dll	C:\Windows\system32\msvcrt.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x76a10000	0x19000	sechost.dll	C:\Windows\SYSTEM32\sechost.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x77ac0000	0xa2000	RPCRT4.dll	C:\Windows\system32\RPCRT4.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x75820000	0xc000	cryptbase.dll	C:\Windows\system32\cryptbase.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x75fa0000	0x35000	ws2_32.dll	C:\Windows\system32\ws2_32.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x767c0000	0x6000	NSI.dll	C:\Windows\system32\NSI.dll	2022-11-14 20:25:21.000000 	Disabled
1948	sshd.exe	0x75300000	0x3c000	mswsock.dll	C:\Windows\system32\mswsock.dll	2022-11-14 20:25:22.000000 	Disabled
